SalesOrderNumber,SalesOrderLineNumber,SalesTerritoryKey,ResellerKey,PromotionKey,ProductKey,OrderQuantity,UnitPrice,OrderDate
SO46023,1,6,390,1,348,3,2024.994,2020-10-29 00:00:00.000
SO46024,1,6,353,1,346,1,2039.994,2020-10-29 00:00:00.000
SO46024,2,6,353,1,350,2,2024.994,2020-10-29 00:00:00.000
SO46024,3,6,353,1,218,6,5.7,2020-10-29 00:00:00.000
SO46024,4,6,353,1,345,1,2039.994,2020-10-29 00:00:00.000
SO46024,5,6,353,1,348,1,2024.994,2020-10-29 00:00:00.000
SO46024,6,6,353,1,344,1,2039.994,2020-10-29 00:00:00.000
SO46024,7,6,353,1,219,2,5.7,2020-10-29 00:00:00.000
SO46024,8,6,353,1,347,1,2039.994,2020-10-29 00:00:00.000
SO46025,1,1,271,1,232,2,28.8404,2020-10-29 00:00:00.000
SO46025,2,1,271,1,342,1,419.4589,2020-10-29 00:00:00.000
SO46025,3,1,271,1,319,2,874.794,2020-10-29 00:00:00.000
SO46025,4,1,271,1,322,1,419.4589,2020-10-29 00:00:00.000
SO46026,1,3,18,1,346,4,2039.994,2020-10-29 00:00:00.000
SO46026,2,3,18,1,300,3,809.76,2020-10-29 00:00:00.000
SO46026,3,3,18,1,296,2,714.7043,2020-10-29 00:00:00.000
SO46026,4,3,18,1,350,3,2024.994,2020-10-29 00:00:00.000
SO46026,5,3,18,1,347,2,2039.994,2020-10-29 00:00:00.000
SO46026,6,3,18,1,292,1,818.7,2020-10-29 00:00:00.000
SO46026,7,3,18,1,304,1,714.7043,2020-10-29 00:00:00.000
SO46026,8,3,18,1,351,2,2024.994,2020-10-29 00:00:00.000
SO46026,9,3,18,1,218,3,5.7,2020-10-29 00:00:00.000
SO46026,10,3,18,1,235,1,28.8404,2020-10-29 00:00:00.000
SO46027,1,2,162,1,322,2,419.4589,2020-10-29 00:00:00.000
SO46027,2,2,162,1,315,1,874.794,2020-10-29 00:00:00.000
SO46027,3,2,162,1,324,1,419.4589,2020-10-29 00:00:00.000
SO46027,4,2,162,1,319,1,874.794,2020-10-29 00:00:00.000
SO46027,5,2,162,1,328,1,419.4589,2020-10-29 00:00:00.000
SO46027,6,2,162,1,232,1,28.8404,2020-10-29 00:00:00.000
SO46028,1,5,206,1,275,1,356.898,2020-10-29 00:00:00.000
SO46028,2,5,206,1,316,3,874.794,2020-10-29 00:00:00.000
SO46028,3,5,206,1,342,2,419.4589,2020-10-29 00:00:00.000
SO46028,4,5,206,1,338,1,419.4589,2020-10-29 00:00:00.000
SO46028,5,5,206,1,330,1,419.4589,2020-10-29 00:00:00.000
SO46028,6,5,206,1,220,1,20.1865,2020-10-29 00:00:00.000
SO46028,7,5,206,1,324,1,419.4589,2020-10-29 00:00:00.000
SO46028,8,5,206,1,312,1,2146.962,2020-10-29 00:00:00.000
SO46028,9,5,206,1,223,2,5.1865,2020-10-29 00:00:00.000
