SalesOrderNumber,SalesOrderLineNumber,SalesTerritoryKey,ResellerKey,PromotionKey,ProductKey,OrderQuantity,UnitPrice,OrderDate
SO47349,1,1,128,1,242,1,780.8182,2022-02-28 00:00:00.000
SO47349,2,1,128,1,239,1,780.8182,2022-02-28 00:00:00.000
SO47350,1,4,277,1,343,5,469.794,2022-02-28 00:00:00.000
SO47350,2,4,277,1,327,3,469.794,2022-02-28 00:00:00.000
SO47350,3,4,277,1,323,1,469.794,2022-02-28 00:00:00.000
SO47350,4,4,277,1,422,1,67.539,2022-02-28 00:00:00.000
SO47350,5,4,277,1,286,2,183.9382,2022-02-28 00:00:00.000
SO47350,6,4,277,1,271,2,202.332,2022-02-28 00:00:00.000
SO47350,7,4,277,1,433,2,324.4527,2022-02-28 00:00:00.000
SO47351,1,2,216,1,271,4,202.332,2022-02-28 00:00:00.000
SO47351,2,2,216,1,456,3,44.994,2022-02-28 00:00:00.000
SO47351,3,2,216,1,329,3,469.794,2022-02-28 00:00:00.000
SO47351,4,2,216,1,458,6,44.994,2022-02-28 00:00:00.000
SO47351,5,2,216,1,422,1,67.539,2022-02-28 00:00:00.000
SO47351,6,2,216,1,233,3,28.8404,2022-02-28 00:00:00.000
SO47351,7,2,216,1,415,1,198.036,2022-02-28 00:00:00.000
SO47351,8,2,216,1,460,4,53.994,2022-02-28 00:00:00.000
SO47351,9,2,216,1,439,2,780.8182,2022-02-28 00:00:00.000
SO47351,10,2,216,1,433,5,324.4527,2022-02-28 00:00:00.000
SO47351,11,2,216,1,242,1,780.8182,2022-02-28 00:00:00.000
SO47351,12,2,216,1,263,3,202.332,2022-02-28 00:00:00.000
SO47351,13,2,216,1,414,1,149.031,2022-02-28 00:00:00.000
SO47351,14,2,216,1,327,3,469.794,2022-02-28 00:00:00.000
SO47351,15,2,216,1,230,3,28.8404,2022-02-28 00:00:00.000
SO47351,16,2,216,1,221,2,20.1865,2022-02-28 00:00:00.000
SO47351,17,2,216,1,213,2,20.1865,2022-02-28 00:00:00.000
SO47351,18,2,216,1,286,3,183.9382,2022-02-28 00:00:00.000
SO47351,19,2,216,1,216,3,20.1865,2022-02-28 00:00:00.000
SO47351,20,2,216,1,224,3,5.1865,2022-02-28 00:00:00.000
SO47351,21,2,216,1,323,1,469.794,2022-02-28 00:00:00.000
SO47351,22,2,216,1,325,1,469.794,2022-02-28 00:00:00.000
SO47352,1,3,149,1,358,3,1229.4589,2022-02-28 00:00:00.000
SO47352,2,3,149,1,365,7,647.994,2022-02-28 00:00:00.000
SO47352,3,3,149,1,420,2,141.615,2022-02-28 00:00:00.000
SO47352,4,3,149,1,364,3,647.994,2022-02-28 00:00:00.000
SO47352,5,3,149,1,236,3,28.8404,2022-02-28 00:00:00.000
SO47352,6,3,149,1,224,4,5.1865,2022-02-28 00:00:00.000
SO47352,7,3,149,1,410,4,36.447,2022-02-28 00:00:00.000
SO47352,8,3,149,1,419,3,52.647,2022-02-28 00:00:00.000
SO47352,9,3,149,1,401,4,65.6018,2022-02-28 00:00:00.000
SO47352,10,3,149,1,297,1,736.1455,2022-02-28 00:00:00.000
SO47352,11,3,149,1,354,1,1242.8518,2022-02-28 00:00:00.000
SO47352,12,3,149,1,412,1,180.129,2022-02-28 00:00:00.000
SO47352,13,3,149,1,397,1,24.2945,2022-02-28 00:00:00.000
SO47352,14,3,149,1,367,3,647.994,2022-02-28 00:00:00.000
SO47352,15,3,149,1,409,3,209.256,2022-02-28 00:00:00.000
SO47352,16,3,149,2,469,12,22.0342,2022-02-28 00:00:00.000
SO47352,17,3,149,1,468,2,22.794,2022-02-28 00:00:00.000
SO47352,18,3,149,1,447,5,15,2022-02-28 00:00:00.000
SO47352,19,3,149,1,216,4,20.1865,2022-02-28 00:00:00.000
SO47352,20,3,149,4,470,27,18.995,2022-02-28 00:00:00.000
SO47352,21,3,149,1,448,4,11.994,2022-02-28 00:00:00.000
SO47352,22,3,149,1,230,5,28.8404,2022-02-28 00:00:00.000
SO47352,23,3,149,1,399,3,33.7745,2022-02-28 00:00:00.000
SO47352,24,3,149,1,213,4,20.1865,2022-02-28 00:00:00.000
SO47352,25,3,149,1,308,2,744.2727,2022-02-28 00:00:00.000
SO47352,26,3,149,1,456,3,44.994,2022-02-28 00:00:00.000
SO47352,27,3,149,1,362,3,1229.4589,2022-02-28 00:00:00.000
SO47352,28,3,149,1,352,6,1242.8518,2022-02-28 00:00:00.000
SO47352,29,3,149,1,458,2,44.994,2022-02-28 00:00:00.000
SO47352,30,3,149,1,428,8,209.256,2022-02-28 00:00:00.000
SO47352,31,3,149,1,460,3,53.994,2022-02-28 00:00:00.000
SO47352,32,3,149,1,233,2,28.8404,2022-02-28 00:00:00.000
SO47352,33,3,149,1,427,1,209.256,2022-02-28 00:00:00.000
SO47352,34,3,149,1,366,4,647.994,2022-02-28 00:00:00.000
SO47352,35,3,149,1,453,7,35.994,2022-02-28 00:00:00.000
SO47353,1,10,340,1,356,6,1242.8518,2022-02-28 00:00:00.000
SO47353,2,10,340,1,401,3,65.6018,2022-02-28 00:00:00.000
SO47353,3,10,340,1,366,3,647.994,2022-02-28 00:00:00.000
SO47353,4,10,340,1,308,4,744.2727,2022-02-28 00:00:00.000
SO47353,5,10,340,1,411,1,125.415,2022-02-28 00:00:00.000
SO47353,6,10,340,3,469,18,20.8945,2022-02-28 00:00:00.000
SO47353,7,10,340,1,367,3,647.994,2022-02-28 00:00:00.000
SO47353,8,10,340,1,397,3,24.2945,2022-02-28 00:00:00.000
SO47353,9,10,340,1,428,4,209.256,2022-02-28 00:00:00.000
SO47353,10,10,340,1,360,3,1229.4589,2022-02-28 00:00:00.000
SO47353,11,10,340,1,412,1,180.129,2022-02-28 00:00:00.000
SO47353,12,10,340,1,362,6,1229.4589,2022-02-28 00:00:00.000
SO47353,13,10,340,1,409,2,209.256,2022-02-28 00:00:00.000
SO47353,14,10,340,1,427,3,209.256,2022-02-28 00:00:00.000
SO47353,15,10,340,1,352,1,1242.8518,2022-02-28 00:00:00.000
SO47353,16,10,340,1,419,2,52.647,2022-02-28 00:00:00.000
SO47353,17,10,340,1,297,2,736.1455,2022-02-28 00:00:00.000
SO47353,18,10,340,1,365,4,647.994,2022-02-28 00:00:00.000
SO47353,19,10,340,1,364,7,647.994,2022-02-28 00:00:00.000
SO47353,20,10,340,1,464,4,14.1289,2022-02-28 00:00:00.000
SO47353,21,10,340,1,459,5,53.994,2022-02-28 00:00:00.000
SO47353,22,10,340,1,399,4,33.7745,2022-02-28 00:00:00.000
SO47353,23,10,340,1,468,2,22.794,2022-02-28 00:00:00.000
SO47353,24,10,340,1,470,7,22.794,2022-02-28 00:00:00.000
SO47354,1,6,173,1,329,1,469.794,2022-02-28 00:00:00.000
SO47354,2,6,173,1,286,1,183.9382,2022-02-28 00:00:00.000
SO47354,3,6,173,1,230,1,28.8404,2022-02-28 00:00:00.000
SO47354,4,6,173,1,213,4,20.1865,2022-02-28 00:00:00.000
SO47354,5,6,173,1,379,2,1308.9375,2022-02-28 00:00:00.000
SO47354,6,6,173,1,271,2,202.332,2022-02-28 00:00:00.000
SO47354,7,6,173,1,273,2,202.332,2022-02-28 00:00:00.000
SO47354,8,6,173,1,456,3,44.994,2022-02-28 00:00:00.000
SO47354,9,6,173,1,373,3,1308.9375,2022-02-28 00:00:00.000
SO47354,10,6,173,1,265,2,202.332,2022-02-28 00:00:00.000
SO47354,11,6,173,1,458,5,44.994,2022-02-28 00:00:00.000
SO47354,12,6,173,1,335,2,469.794,2022-02-28 00:00:00.000
SO47354,13,6,173,1,369,3,1466.01,2022-02-28 00:00:00.000
SO47354,14,6,173,1,236,7,28.8404,2022-02-28 00:00:00.000
SO47354,15,6,173,1,323,2,469.794,2022-02-28 00:00:00.000
SO47354,16,6,173,1,254,6,183.9382,2022-02-28 00:00:00.000
SO47354,17,6,173,1,460,4,53.994,2022-02-28 00:00:00.000
SO47354,18,6,173,1,381,3,600.2625,2022-02-28 00:00:00.000
SO47354,19,6,173,1,339,3,469.794,2022-02-28 00:00:00.000
SO47354,20,6,173,1,464,4,14.1289,2022-02-28 00:00:00.000
SO47354,21,6,173,1,453,3,35.994,2022-02-28 00:00:00.000
SO47354,22,6,173,1,448,4,11.994,2022-02-28 00:00:00.000
SO47354,23,6,173,1,375,1,1308.9375,2022-02-28 00:00:00.000
SO47354,24,6,173,1,337,3,469.794,2022-02-28 00:00:00.000
SO47354,25,6,173,1,414,1,149.031,2022-02-28 00:00:00.000
SO47354,26,6,173,1,343,2,469.794,2022-02-28 00:00:00.000
SO47354,27,6,173,1,331,1,469.794,2022-02-28 00:00:00.000
SO47354,28,6,173,1,263,3,202.332,2022-02-28 00:00:00.000
SO47354,29,6,173,1,327,1,469.794,2022-02-28 00:00:00.000
SO47354,30,6,173,1,371,3,1308.9375,2022-02-28 00:00:00.000
SO47354,31,6,173,1,407,1,65.6018,2022-02-28 00:00:00.000
SO47354,32,6,173,1,321,1,469.794,2022-02-28 00:00:00.000
SO47354,33,6,173,1,435,4,324.4527,2022-02-28 00:00:00.000
SO47354,34,6,173,1,221,5,20.1865,2022-02-28 00:00:00.000
SO47354,35,6,173,1,447,4,15,2022-02-28 00:00:00.000
SO47354,36,6,173,1,422,3,67.539,2022-02-28 00:00:00.000
SO47354,37,6,173,1,216,6,20.1865,2022-02-28 00:00:00.000
SO47354,38,6,173,1,370,3,1466.01,2022-02-28 00:00:00.000
