SalesOrderNumber,SalesOrderLineNumber,SalesTerritoryKey,ResellerKey,PromotionKey,ProductKey,OrderQuantity,UnitPrice,OrderDate
SO47960,1,6,65,1,458,2,44.994,2021-04-30 00:00:00.000
SO47960,2,6,65,1,468,4,22.794,2021-04-30 00:00:00.000
SO47960,3,6,65,1,360,3,1229.4589,2021-04-30 00:00:00.000
SO47960,4,6,65,1,470,3,22.794,2021-04-30 00:00:00.000
SO47960,5,6,65,1,354,3,1242.8518,2021-04-30 00:00:00.000
SO47960,6,6,65,1,224,3,5.1865,2021-04-30 00:00:00.000
SO47960,7,6,65,1,469,6,22.794,2021-04-30 00:00:00.000
SO47960,8,6,65,1,356,3,1242.8518,2021-04-30 00:00:00.000
SO47961,1,6,390,1,366,1,647.994,2021-04-30 00:00:00.000
SO47962,1,3,18,1,367,2,647.994,2021-04-30 00:00:00.000
SO47962,2,3,18,1,469,3,22.794,2021-04-30 00:00:00.000
SO47962,3,3,18,1,297,2,736.1455,2021-04-30 00:00:00.000
SO47962,4,3,18,1,427,4,209.256,2021-04-30 00:00:00.000
SO47962,5,3,18,1,354,4,1242.8518,2021-04-30 00:00:00.000
SO47962,6,3,18,1,352,3,1242.8518,2021-04-30 00:00:00.000
SO47962,7,3,18,1,409,4,209.256,2021-04-30 00:00:00.000
SO47962,8,3,18,1,464,1,14.1289,2021-04-30 00:00:00.000
SO47962,9,3,18,1,294,2,744.2727,2021-04-30 00:00:00.000
SO47962,10,3,18,1,399,4,33.7745,2021-04-30 00:00:00.000
SO47962,11,3,18,1,358,6,1229.4589,2021-04-30 00:00:00.000
SO47962,12,3,18,1,410,1,36.447,2021-04-30 00:00:00.000
SO47962,13,3,18,1,420,4,141.615,2021-04-30 00:00:00.000
SO47962,14,3,18,1,395,2,61.374,2021-04-30 00:00:00.000
SO47962,15,3,18,1,365,1,647.994,2021-04-30 00:00:00.000
SO47962,16,3,18,1,396,3,74.838,2021-04-30 00:00:00.000
SO47962,17,3,18,1,308,3,744.2727,2021-04-30 00:00:00.000
SO47962,18,3,18,1,470,4,22.794,2021-04-30 00:00:00.000
SO47962,19,3,18,1,393,6,137.694,2021-04-30 00:00:00.000
SO47962,20,3,18,1,305,4,736.1455,2021-04-30 00:00:00.000
SO47962,21,3,18,1,356,2,1242.8518,2021-04-30 00:00:00.000
SO47962,22,3,18,1,421,6,196.329,2021-04-30 00:00:00.000
SO47962,23,3,18,1,360,3,1229.4589,2021-04-30 00:00:00.000
SO47962,24,3,18,1,362,1,1229.4589,2021-04-30 00:00:00.000
SO47963,1,6,353,1,469,2,22.794,2021-04-30 00:00:00.000
SO47963,2,6,353,1,360,2,1229.4589,2021-04-30 00:00:00.000
SO47963,3,6,353,1,358,2,1229.4589,2021-04-30 00:00:00.000
SO47963,4,6,353,1,470,3,22.794,2021-04-30 00:00:00.000
SO47964,1,6,334,1,323,1,469.794,2021-04-30 00:00:00.000
SO47964,2,6,334,1,448,6,11.994,2021-04-30 00:00:00.000
SO47964,3,6,334,1,447,1,15,2021-04-30 00:00:00.000
SO47964,4,6,334,1,414,4,149.031,2021-04-30 00:00:00.000
SO47964,5,6,334,1,368,1,1466.01,2021-04-30 00:00:00.000
SO47965,1,5,206,1,325,2,469.794,2021-04-30 00:00:00.000
SO47965,2,5,206,1,373,2,1308.9375,2021-04-30 00:00:00.000
SO47965,3,5,206,1,379,5,1308.9375,2021-04-30 00:00:00.000
SO47965,4,5,206,1,236,6,28.8404,2021-04-30 00:00:00.000
SO47965,5,5,206,1,333,4,469.794,2021-04-30 00:00:00.000
SO47965,6,5,206,1,385,2,600.2625,2021-04-30 00:00:00.000
SO47965,7,5,206,1,343,3,469.794,2021-04-30 00:00:00.000
SO47965,8,5,206,1,286,2,183.9382,2021-04-30 00:00:00.000
SO47965,9,5,206,1,433,3,324.4527,2021-04-30 00:00:00.000
SO47965,10,5,206,1,273,3,202.332,2021-04-30 00:00:00.000
SO47965,11,5,206,1,329,2,469.794,2021-04-30 00:00:00.000
SO47965,12,5,206,1,387,6,600.2625,2021-04-30 00:00:00.000
SO47965,13,5,206,1,331,1,469.794,2021-04-30 00:00:00.000
SO47965,14,5,206,1,375,2,1308.9375,2021-04-30 00:00:00.000
SO47965,15,5,206,1,263,6,202.332,2021-04-30 00:00:00.000
SO47965,16,5,206,1,271,4,202.332,2021-04-30 00:00:00.000
SO47965,17,5,206,1,381,3,600.2625,2021-04-30 00:00:00.000
SO47965,18,5,206,1,389,3,600.2625,2021-04-30 00:00:00.000
SO47965,19,5,206,1,335,3,469.794,2021-04-30 00:00:00.000
SO47965,20,5,206,1,230,2,28.8404,2021-04-30 00:00:00.000
SO47965,21,5,206,1,341,1,469.794,2021-04-30 00:00:00.000
SO47965,22,5,206,1,370,1,1466.01,2021-04-30 00:00:00.000
SO47965,23,5,206,1,371,3,1308.9375,2021-04-30 00:00:00.000
SO47965,24,5,206,1,321,1,469.794,2021-04-30 00:00:00.000
SO47965,25,5,206,1,377,2,1308.9375,2021-04-30 00:00:00.000
SO47965,26,5,206,1,339,4,469.794,2021-04-30 00:00:00.000
SO47965,27,5,206,1,368,2,1466.01,2021-04-30 00:00:00.000
SO47965,28,5,206,1,337,3,469.794,2021-04-30 00:00:00.000
SO47965,29,5,206,1,369,1,1466.01,2021-04-30 00:00:00.000
SO47965,30,5,206,1,422,1,67.539,2021-04-30 00:00:00.000
SO47965,31,5,206,1,415,4,198.036,2021-04-30 00:00:00.000
SO47965,32,5,206,1,417,1,324.4527,2021-04-30 00:00:00.000
SO47965,33,5,206,1,435,1,324.4527,2021-04-30 00:00:00.000
SO47966,1,6,210,1,333,1,469.794,2021-04-30 00:00:00.000
SO47966,2,6,210,1,456,4,44.994,2021-04-30 00:00:00.000
SO47966,3,6,210,1,329,3,469.794,2021-04-30 00:00:00.000
SO47966,4,6,210,1,323,1,469.794,2021-04-30 00:00:00.000
SO47966,5,6,210,1,458,3,44.994,2021-04-30 00:00:00.000
SO47966,6,6,210,1,343,2,469.794,2021-04-30 00:00:00.000
SO47966,7,6,210,1,433,1,324.4527,2021-04-30 00:00:00.000
SO47966,8,6,210,1,233,2,28.8404,2021-04-30 00:00:00.000
SO47966,9,6,210,1,327,2,469.794,2021-04-30 00:00:00.000
SO47966,10,6,210,1,224,3,5.1865,2021-04-30 00:00:00.000
SO47967,1,6,653,1,289,1,744.2727,2021-04-30 00:00:00.000
SO47967,2,6,653,1,391,1,88.932,2021-04-30 00:00:00.000
SO47967,3,6,653,1,421,4,196.329,2021-04-30 00:00:00.000
SO47967,4,6,653,1,360,5,1229.4589,2021-04-30 00:00:00.000
SO47967,5,6,653,1,364,2,647.994,2021-04-30 00:00:00.000
SO47967,6,6,653,1,308,4,744.2727,2021-04-30 00:00:00.000
SO47967,7,6,653,1,427,5,209.256,2021-04-30 00:00:00.000
SO47967,8,6,653,1,396,1,74.838,2021-04-30 00:00:00.000
SO47967,9,6,653,1,358,4,1229.4589,2021-04-30 00:00:00.000
SO47967,10,6,653,1,420,6,141.615,2021-04-30 00:00:00.000
SO47967,11,6,653,1,356,4,1242.8518,2021-04-30 00:00:00.000
SO47967,12,6,653,1,395,6,61.374,2021-04-30 00:00:00.000
SO47967,13,6,653,1,294,1,744.2727,2021-04-30 00:00:00.000
SO47967,14,6,653,1,362,1,1229.4589,2021-04-30 00:00:00.000
SO47967,15,6,653,1,409,3,209.256,2021-04-30 00:00:00.000
SO47967,16,6,653,1,352,1,1242.8518,2021-04-30 00:00:00.000
SO47967,17,6,653,1,410,3,36.447,2021-04-30 00:00:00.000
SO47967,18,6,653,1,397,1,24.2945,2021-04-30 00:00:00.000
SO47967,19,6,653,1,305,4,736.1455,2021-04-30 00:00:00.000
SO47967,20,6,653,1,354,4,1242.8518,2021-04-30 00:00:00.000
SO47967,21,6,653,1,367,1,647.994,2021-04-30 00:00:00.000
SO47967,22,6,653,1,470,5,22.794,2021-04-30 00:00:00.000
SO47967,23,6,653,1,428,4,209.256,2021-04-30 00:00:00.000
SO47967,24,6,653,1,366,1,647.994,2021-04-30 00:00:00.000
SO47968,1,5,449,1,412,1,180.129,2021-04-30 00:00:00.000
SO47968,2,5,449,1,410,1,36.447,2021-04-30 00:00:00.000
SO47968,3,5,449,1,464,4,14.1289,2021-04-30 00:00:00.000
SO47969,1,7,686,1,360,2,1229.4589,2021-04-30 00:00:00.000
SO47969,2,7,686,1,354,2,1242.8518,2021-04-30 00:00:00.000
SO47969,3,7,686,1,358,3,1229.4589,2021-04-30 00:00:00.000
SO47969,4,7,686,1,468,1,22.794,2021-04-30 00:00:00.000
SO47969,5,7,686,1,470,3,22.794,2021-04-30 00:00:00.000
SO47970,1,1,697,1,401,3,65.6018,2021-04-30 00:00:00.000
SO47970,2,1,697,1,427,2,209.256,2021-04-30 00:00:00.000
SO47970,3,1,697,1,411,2,125.415,2021-04-30 00:00:00.000
SO47970,4,1,697,1,409,7,209.256,2021-04-30 00:00:00.000
SO47970,5,1,697,3,470,19,20.8945,2021-04-30 00:00:00.000
SO47970,6,1,697,1,366,3,647.994,2021-04-30 00:00:00.000
SO47970,7,1,697,1,421,3,196.329,2021-04-30 00:00:00.000
SO47970,8,1,697,1,365,5,647.994,2021-04-30 00:00:00.000
SO47970,9,1,697,1,358,6,1229.4589,2021-04-30 00:00:00.000
SO47970,10,1,697,1,356,5,1242.8518,2021-04-30 00:00:00.000
SO47970,11,1,697,1,410,4,36.447,2021-04-30 00:00:00.000
SO47970,12,1,697,1,420,2,141.615,2021-04-30 00:00:00.000
SO47970,13,1,697,1,354,2,1242.8518,2021-04-30 00:00:00.000
SO47970,14,1,697,1,412,2,180.129,2021-04-30 00:00:00.000
SO47970,15,1,697,1,364,9,647.994,2021-04-30 00:00:00.000
SO47970,16,1,697,1,308,5,744.2727,2021-04-30 00:00:00.000
SO47970,17,1,697,1,360,6,1229.4589,2021-04-30 00:00:00.000
SO47970,18,1,697,1,469,8,22.794,2021-04-30 00:00:00.000
SO47970,19,1,697,1,468,4,22.794,2021-04-30 00:00:00.000
SO47970,20,1,697,1,297,2,736.1455,2021-04-30 00:00:00.000
SO47970,21,1,697,1,399,2,33.7745,2021-04-30 00:00:00.000
SO47970,22,1,697,1,367,7,647.994,2021-04-30 00:00:00.000
SO47970,23,1,697,1,419,2,52.647,2021-04-30 00:00:00.000
SO47970,24,1,697,1,362,10,1229.4589,2021-04-30 00:00:00.000
SO47970,25,1,697,1,428,6,209.256,2021-04-30 00:00:00.000
SO47970,26,1,697,1,352,8,1242.8518,2021-04-30 00:00:00.000
SO47971,1,5,531,1,329,1,469.794,2021-04-30 00:00:00.000
SO47971,2,5,531,1,343,3,469.794,2021-04-30 00:00:00.000
SO47971,3,5,531,1,333,4,469.794,2021-04-30 00:00:00.000
SO47971,4,5,531,1,327,3,469.794,2021-04-30 00:00:00.000
SO47971,5,5,531,1,323,1,469.794,2021-04-30 00:00:00.000
SO47972,1,4,583,1,233,4,28.8404,2021-04-30 00:00:00.000
SO47972,2,4,583,1,456,4,44.994,2021-04-30 00:00:00.000
SO47972,3,4,583,1,358,2,1229.4589,2021-04-30 00:00:00.000
SO47972,4,4,583,1,468,1,22.794,2021-04-30 00:00:00.000
SO47972,5,4,583,1,470,9,22.794,2021-04-30 00:00:00.000
SO47972,6,4,583,1,224,4,5.1865,2021-04-30 00:00:00.000
SO47972,7,4,583,1,469,2,22.794,2021-04-30 00:00:00.000
SO47973,1,6,479,1,333,3,469.794,2021-04-30 00:00:00.000
SO47973,2,6,479,1,271,3,202.332,2021-04-30 00:00:00.000
SO47973,3,6,479,1,383,6,600.2625,2021-04-30 00:00:00.000
SO47973,4,6,479,1,373,2,1308.9375,2021-04-30 00:00:00.000
SO47973,5,6,479,1,422,5,67.539,2021-04-30 00:00:00.000
SO47973,6,6,479,1,339,3,469.794,2021-04-30 00:00:00.000
SO47973,7,6,479,1,456,3,44.994,2021-04-30 00:00:00.000
SO47973,8,6,479,1,458,9,44.994,2021-04-30 00:00:00.000
SO47973,9,6,479,1,341,4,469.794,2021-04-30 00:00:00.000
SO47973,10,6,479,1,327,1,469.794,2021-04-30 00:00:00.000
SO47973,11,6,479,1,265,1,202.332,2021-04-30 00:00:00.000
SO47973,12,6,479,1,377,2,1308.9375,2021-04-30 00:00:00.000
SO47973,13,6,479,1,343,3,469.794,2021-04-30 00:00:00.000
SO47973,14,6,479,1,369,3,1466.01,2021-04-30 00:00:00.000
SO47973,15,6,479,1,417,3,324.4527,2021-04-30 00:00:00.000
SO47973,16,6,479,1,286,4,183.9382,2021-04-30 00:00:00.000
SO47973,17,6,479,1,381,2,600.2625,2021-04-30 00:00:00.000
SO47973,18,6,479,1,460,1,53.994,2021-04-30 00:00:00.000
SO47973,19,6,479,1,447,1,15,2021-04-30 00:00:00.000
SO47973,20,6,479,1,387,2,600.2625,2021-04-30 00:00:00.000
SO47973,21,6,479,1,236,5,28.8404,2021-04-30 00:00:00.000
SO47973,22,6,479,1,221,8,20.1865,2021-04-30 00:00:00.000
SO47973,23,6,479,1,371,1,1308.9375,2021-04-30 00:00:00.000
SO47973,24,6,479,1,389,2,600.2625,2021-04-30 00:00:00.000
SO47973,25,6,479,1,433,1,324.4527,2021-04-30 00:00:00.000
SO47973,26,6,479,1,230,6,28.8404,2021-04-30 00:00:00.000
SO47973,27,6,479,1,321,2,469.794,2021-04-30 00:00:00.000
SO47973,28,6,479,1,379,1,1308.9375,2021-04-30 00:00:00.000
SO47973,29,6,479,1,216,3,20.1865,2021-04-30 00:00:00.000
SO47973,30,6,479,1,323,3,469.794,2021-04-30 00:00:00.000
SO47973,31,6,479,1,370,1,1466.01,2021-04-30 00:00:00.000
SO47973,32,6,479,1,453,4,35.994,2021-04-30 00:00:00.000
SO47973,33,6,479,1,415,2,198.036,2021-04-30 00:00:00.000
SO47973,34,6,479,1,407,1,65.6018,2021-04-30 00:00:00.000
SO47973,35,6,479,1,448,2,11.994,2021-04-30 00:00:00.000
SO47973,36,6,479,1,263,1,202.332,2021-04-30 00:00:00.000
SO47973,37,6,479,1,254,2,183.9382,2021-04-30 00:00:00.000
SO47973,38,6,479,1,224,2,5.1865,2021-04-30 00:00:00.000
SO47973,39,6,479,1,385,3,600.2625,2021-04-30 00:00:00.000
SO47973,40,6,479,1,368,1,1466.01,2021-04-30 00:00:00.000
SO47973,41,6,479,1,464,1,14.1289,2021-04-30 00:00:00.000
SO47973,42,6,479,1,375,5,1308.9375,2021-04-30 00:00:00.000
SO47973,43,6,479,1,329,1,469.794,2021-04-30 00:00:00.000
SO47973,44,6,479,1,331,1,469.794,2021-04-30 00:00:00.000
SO47973,45,6,479,1,337,2,469.794,2021-04-30 00:00:00.000
SO47973,46,6,479,1,213,3,20.1865,2021-04-30 00:00:00.000
SO47974,1,6,191,1,381,1,600.2625,2021-04-30 00:00:00.000
SO47974,2,6,191,1,464,3,14.1289,2021-04-30 00:00:00.000
SO47975,1,2,558,1,254,1,183.9382,2021-04-30 00:00:00.000
SO47975,2,2,558,1,329,1,469.794,2021-04-30 00:00:00.000
SO47975,3,2,558,1,385,2,600.2625,2021-04-30 00:00:00.000
SO47975,4,2,558,1,407,1,65.6018,2021-04-30 00:00:00.000
SO47975,5,2,558,1,460,2,53.994,2021-04-30 00:00:00.000
SO47975,6,2,558,1,339,4,469.794,2021-04-30 00:00:00.000
SO47975,7,2,558,1,341,3,469.794,2021-04-30 00:00:00.000
SO47975,8,2,558,1,343,3,469.794,2021-04-30 00:00:00.000
SO47975,9,2,558,1,383,3,600.2625,2021-04-30 00:00:00.000
SO47975,10,2,558,1,381,5,600.2625,2021-04-30 00:00:00.000
SO47975,11,2,558,1,371,4,1308.9375,2021-04-30 00:00:00.000
SO47975,12,2,558,1,375,2,1308.9375,2021-04-30 00:00:00.000
SO47975,13,2,558,1,273,1,202.332,2021-04-30 00:00:00.000
SO47975,14,2,558,1,233,7,28.8404,2021-04-30 00:00:00.000
SO47975,15,2,558,1,323,1,469.794,2021-04-30 00:00:00.000
SO47975,16,2,558,1,415,4,198.036,2021-04-30 00:00:00.000
SO47975,17,2,558,1,335,2,469.794,2021-04-30 00:00:00.000
SO47975,18,2,558,1,327,1,469.794,2021-04-30 00:00:00.000
SO47975,19,2,558,1,458,1,44.994,2021-04-30 00:00:00.000
SO47975,20,2,558,1,224,8,5.1865,2021-04-30 00:00:00.000
SO47975,21,2,558,1,331,2,469.794,2021-04-30 00:00:00.000
SO47975,22,2,558,1,369,1,1466.01,2021-04-30 00:00:00.000
SO47975,23,2,558,1,236,3,28.8404,2021-04-30 00:00:00.000
SO47975,24,2,558,1,325,2,469.794,2021-04-30 00:00:00.000
SO47975,25,2,558,1,213,3,20.1865,2021-04-30 00:00:00.000
SO47975,26,2,558,1,456,9,44.994,2021-04-30 00:00:00.000
SO47975,27,2,558,1,377,1,1308.9375,2021-04-30 00:00:00.000
SO47975,28,2,558,1,414,2,149.031,2021-04-30 00:00:00.000
SO47975,29,2,558,1,337,1,469.794,2021-04-30 00:00:00.000
SO47975,30,2,558,1,453,2,35.994,2021-04-30 00:00:00.000
SO47975,31,2,558,1,216,5,20.1865,2021-04-30 00:00:00.000
SO47975,32,2,558,1,221,1,20.1865,2021-04-30 00:00:00.000
SO47975,33,2,558,1,370,1,1466.01,2021-04-30 00:00:00.000
SO47975,34,2,558,1,379,1,1308.9375,2021-04-30 00:00:00.000
SO47975,35,2,558,1,433,2,324.4527,2021-04-30 00:00:00.000
SO47975,36,2,558,1,447,2,15,2021-04-30 00:00:00.000
SO47975,37,2,558,1,373,5,1308.9375,2021-04-30 00:00:00.000
SO47975,38,2,558,1,321,3,469.794,2021-04-30 00:00:00.000
SO47975,39,2,558,1,265,3,202.332,2021-04-30 00:00:00.000
SO47975,40,2,558,1,389,2,600.2625,2021-04-30 00:00:00.000
SO47975,41,2,558,1,435,4,324.4527,2021-04-30 00:00:00.000
SO47975,42,2,558,1,368,3,1466.01,2021-04-30 00:00:00.000
SO47975,43,2,558,1,286,1,183.9382,2021-04-30 00:00:00.000
SO47975,44,2,558,1,422,5,67.539,2021-04-30 00:00:00.000
SO47975,45,2,558,1,387,2,600.2625,2021-04-30 00:00:00.000
SO47975,46,2,558,1,448,3,11.994,2021-04-30 00:00:00.000
SO47976,1,2,667,1,420,2,141.615,2021-04-30 00:00:00.000
SO47976,2,2,667,1,213,1,20.1865,2021-04-30 00:00:00.000
SO47976,3,2,667,1,401,2,65.6018,2021-04-30 00:00:00.000
SO47976,4,2,667,1,358,6,1229.4589,2021-04-30 00:00:00.000
SO47976,5,2,667,1,411,2,125.415,2021-04-30 00:00:00.000
SO47976,6,2,667,1,354,7,1242.8518,2021-04-30 00:00:00.000
SO47976,7,2,667,1,367,4,647.994,2021-04-30 00:00:00.000
SO47976,8,2,667,3,469,19,20.8945,2021-04-30 00:00:00.000
SO47976,9,2,667,1,427,1,209.256,2021-04-30 00:00:00.000
SO47976,10,2,667,1,365,4,647.994,2021-04-30 00:00:00.000
SO47976,11,2,667,1,470,7,22.794,2021-04-30 00:00:00.000
SO47976,12,2,667,1,352,5,1242.8518,2021-04-30 00:00:00.000
SO47976,13,2,667,1,364,3,647.994,2021-04-30 00:00:00.000
SO47976,14,2,667,1,356,2,1242.8518,2021-04-30 00:00:00.000
SO47976,15,2,667,1,366,2,647.994,2021-04-30 00:00:00.000
SO47976,16,2,667,1,409,4,209.256,2021-04-30 00:00:00.000
SO47976,17,2,667,1,297,2,736.1455,2021-04-30 00:00:00.000
SO47976,18,2,667,1,421,3,196.329,2021-04-30 00:00:00.000
SO47976,19,2,667,1,419,1,52.647,2021-04-30 00:00:00.000
SO47976,20,2,667,1,360,2,1229.4589,2021-04-30 00:00:00.000
SO47977,1,6,208,1,370,4,1466.01,2021-04-30 00:00:00.000
SO47977,2,6,208,1,239,2,780.8182,2021-04-30 00:00:00.000
SO47977,3,6,208,1,242,1,780.8182,2021-04-30 00:00:00.000
SO47978,1,6,102,1,381,5,600.2625,2021-04-30 00:00:00.000
SO47978,2,6,102,1,331,2,469.794,2021-04-30 00:00:00.000
SO47978,3,6,102,1,368,1,1466.01,2021-04-30 00:00:00.000
SO47978,4,6,102,1,369,1,1466.01,2021-04-30 00:00:00.000
SO47978,5,6,102,1,329,5,469.794,2021-04-30 00:00:00.000
SO47978,6,6,102,1,415,2,198.036,2021-04-30 00:00:00.000
SO47978,7,6,102,1,383,1,600.2625,2021-04-30 00:00:00.000
SO47978,8,6,102,1,325,4,469.794,2021-04-30 00:00:00.000
SO47978,9,6,102,1,339,4,469.794,2021-04-30 00:00:00.000
SO47978,10,6,102,1,373,2,1308.9375,2021-04-30 00:00:00.000
SO47978,11,6,102,1,333,8,469.794,2021-04-30 00:00:00.000
SO47978,12,6,102,1,414,2,149.031,2021-04-30 00:00:00.000
SO47978,13,6,102,1,375,2,1308.9375,2021-04-30 00:00:00.000
SO47979,1,6,101,1,458,4,44.994,2021-04-30 00:00:00.000
SO47979,2,6,101,1,422,3,67.539,2021-04-30 00:00:00.000
SO47979,3,6,101,1,333,1,469.794,2021-04-30 00:00:00.000
SO47979,4,6,101,1,327,1,469.794,2021-04-30 00:00:00.000
SO47979,5,6,101,1,233,1,28.8404,2021-04-30 00:00:00.000
SO47979,6,6,101,1,456,3,44.994,2021-04-30 00:00:00.000
SO47979,7,6,101,1,433,2,324.4527,2021-04-30 00:00:00.000
SO47979,8,6,101,1,224,2,5.1865,2021-04-30 00:00:00.000
SO47979,9,6,101,1,343,3,469.794,2021-04-30 00:00:00.000
SO47980,1,6,12,2,343,14,454.1342,2021-04-30 00:00:00.000
