SalesOrderNumber,SalesOrderLineNumber,SalesTerritoryKey,ResellerKey,PromotionKey,ProductKey,OrderQuantity,UnitPrice,OrderDate
SO46604,1,5,676,1,365,3,647.994,2020-12-29 00:00:00.000
SO46604,2,5,676,1,366,7,647.994,2020-12-29 00:00:00.000
SO46604,3,5,676,1,367,3,647.994,2020-12-29 00:00:00.000
SO46604,4,5,676,1,358,4,1229.4589,2020-12-29 00:00:00.000
SO46604,5,5,676,1,360,3,1229.4589,2020-12-29 00:00:00.000
SO46604,6,5,676,1,352,3,1242.8518,2020-12-29 00:00:00.000
SO46604,7,5,676,1,354,4,1242.8518,2020-12-29 00:00:00.000
SO46604,8,5,676,1,356,1,1242.8518,2020-12-29 00:00:00.000
SO46604,9,5,676,1,308,3,744.2727,2020-12-29 00:00:00.000
SO46604,10,5,676,1,410,2,36.447,2020-12-29 00:00:00.000
SO46604,11,5,676,1,411,4,125.415,2020-12-29 00:00:00.000
SO46604,12,5,676,1,397,1,24.2945,2020-12-29 00:00:00.000
SO46604,13,5,676,1,399,1,33.7745,2020-12-29 00:00:00.000
SO46604,14,5,676,1,401,3,65.6018,2020-12-29 00:00:00.000
SO46604,15,5,676,1,419,4,52.647,2020-12-29 00:00:00.000
SO46604,16,5,676,1,420,3,141.615,2020-12-29 00:00:00.000
SO46604,17,5,676,1,421,2,196.329,2020-12-29 00:00:00.000
SO46604,18,5,676,1,297,4,736.1455,2020-12-29 00:00:00.000
SO46604,19,5,676,1,289,1,744.2727,2020-12-29 00:00:00.000
SO46604,20,5,676,1,230,2,28.8404,2020-12-29 00:00:00.000
SO46604,21,5,676,1,233,7,28.8404,2020-12-29 00:00:00.000
SO46604,22,5,676,1,236,1,28.8404,2020-12-29 00:00:00.000
SO46604,23,5,676,1,453,3,35.994,2020-12-29 00:00:00.000
SO46604,24,5,676,1,456,8,44.994,2020-12-29 00:00:00.000
SO46604,25,5,676,1,458,3,44.994,2020-12-29 00:00:00.000
SO46604,26,5,676,1,459,2,53.994,2020-12-29 00:00:00.000
SO46604,27,5,676,1,460,5,53.994,2020-12-29 00:00:00.000
SO46604,28,5,676,1,461,3,53.994,2020-12-29 00:00:00.000
SO46604,29,5,676,1,464,3,14.1289,2020-12-29 00:00:00.000
SO46604,30,5,676,1,468,2,22.794,2020-12-29 00:00:00.000
SO46604,31,5,676,2,469,12,22.0342,2020-12-29 00:00:00.000
SO46604,32,5,676,3,470,17,20.8945,2020-12-29 00:00:00.000
SO46604,33,5,676,1,224,9,5.1865,2020-12-29 00:00:00.000
SO46604,34,5,676,8,221,3,16.8221,2020-12-29 00:00:00.000
SO46604,35,5,676,1,448,5,11.994,2020-12-29 00:00:00.000
SO46604,36,5,676,8,213,4,16.8221,2020-12-29 00:00:00.000
SO46604,37,5,676,8,216,4,16.8221,2020-12-29 00:00:00.000
SO46605,1,3,622,1,236,1,28.8404,2020-12-29 00:00:00.000
SO46605,2,3,622,1,224,3,5.1865,2020-12-29 00:00:00.000
SO46605,3,3,622,1,286,1,183.9382,2020-12-29 00:00:00.000
SO46605,4,3,622,1,458,4,44.994,2020-12-29 00:00:00.000
SO46605,5,3,622,1,456,4,44.994,2020-12-29 00:00:00.000
SO46605,6,3,622,1,329,1,469.794,2020-12-29 00:00:00.000
SO46605,7,3,622,1,239,1,780.8182,2020-12-29 00:00:00.000
SO46605,8,3,622,1,422,2,67.539,2020-12-29 00:00:00.000
SO46605,9,3,622,1,263,3,202.332,2020-12-29 00:00:00.000
SO46605,10,3,622,1,415,1,198.036,2020-12-29 00:00:00.000
SO46605,11,3,622,1,333,3,469.794,2020-12-29 00:00:00.000
SO46605,12,3,622,8,216,1,16.8221,2020-12-29 00:00:00.000
SO46605,13,3,622,1,233,5,28.8404,2020-12-29 00:00:00.000
SO46605,14,3,622,8,221,2,16.8221,2020-12-29 00:00:00.000
SO46605,15,3,622,1,433,3,324.4527,2020-12-29 00:00:00.000
SO46605,16,3,622,8,213,2,16.8221,2020-12-29 00:00:00.000
SO46605,17,3,622,1,271,2,202.332,2020-12-29 00:00:00.000
SO46605,18,3,622,1,460,3,53.994,2020-12-29 00:00:00.000
SO46606,1,4,510,1,230,2,28.8404,2020-12-29 00:00:00.000
SO46607,1,6,227,1,369,4,1466.01,2020-12-29 00:00:00.000
SO46607,2,6,227,1,335,5,469.794,2020-12-29 00:00:00.000
SO46607,3,6,227,9,327,3,234.897,2020-12-29 00:00:00.000
SO46607,4,6,227,1,373,10,1308.9375,2020-12-29 00:00:00.000
SO46607,5,6,227,1,407,4,65.6018,2020-12-29 00:00:00.000
SO46607,6,6,227,1,280,6,183.9382,2020-12-29 00:00:00.000
SO46607,7,6,227,1,331,9,469.794,2020-12-29 00:00:00.000
SO46607,8,6,227,1,423,2,165.231,2020-12-29 00:00:00.000
SO46607,9,6,227,1,417,3,324.4527,2020-12-29 00:00:00.000
SO46607,10,6,227,1,435,3,324.4527,2020-12-29 00:00:00.000
SO46607,11,6,227,1,343,10,469.794,2020-12-29 00:00:00.000
SO46607,12,6,227,1,381,4,600.2625,2020-12-29 00:00:00.000
SO46607,13,6,227,1,439,4,780.8182,2020-12-29 00:00:00.000
SO46607,14,6,227,1,273,2,202.332,2020-12-29 00:00:00.000
SO46607,15,6,227,1,271,6,202.332,2020-12-29 00:00:00.000
SO46607,16,6,227,1,422,4,67.539,2020-12-29 00:00:00.000
SO46607,17,6,227,1,368,6,1466.01,2020-12-29 00:00:00.000
SO46607,18,6,227,1,242,3,780.8182,2020-12-29 00:00:00.000
SO46607,19,6,227,1,377,5,1308.9375,2020-12-29 00:00:00.000
SO46607,20,6,227,1,383,2,600.2625,2020-12-29 00:00:00.000
SO46607,21,6,227,1,286,10,183.9382,2020-12-29 00:00:00.000
SO46607,22,6,227,1,370,3,1466.01,2020-12-29 00:00:00.000
SO46607,23,6,227,2,389,14,580.2538,2020-12-29 00:00:00.000
SO46607,24,6,227,1,429,2,324.4527,2020-12-29 00:00:00.000
SO46607,25,6,227,1,245,1,780.8182,2020-12-29 00:00:00.000
SO46607,26,6,227,2,323,14,454.1342,2020-12-29 00:00:00.000
SO46607,27,6,227,1,375,4,1308.9375,2020-12-29 00:00:00.000
SO46607,28,6,227,1,414,6,149.031,2020-12-29 00:00:00.000
SO46607,29,6,227,2,333,11,454.1342,2020-12-29 00:00:00.000
SO46607,30,6,227,1,254,6,183.9382,2020-12-29 00:00:00.000
SO46607,31,6,227,1,339,6,469.794,2020-12-29 00:00:00.000
SO46607,32,6,227,1,263,2,202.332,2020-12-29 00:00:00.000
SO46607,33,6,227,2,325,14,454.1342,2020-12-29 00:00:00.000
SO46607,34,6,227,1,341,1,469.794,2020-12-29 00:00:00.000
SO46607,35,6,227,1,321,1,469.794,2020-12-29 00:00:00.000
SO46607,36,6,227,1,403,3,24.2945,2020-12-29 00:00:00.000
SO46607,37,6,227,1,385,3,600.2625,2020-12-29 00:00:00.000
SO46607,38,6,227,1,424,4,214.236,2020-12-29 00:00:00.000
SO46607,39,6,227,1,265,2,202.332,2020-12-29 00:00:00.000
SO46607,40,6,227,1,230,2,28.8404,2020-12-29 00:00:00.000
SO46607,41,6,227,1,257,4,183.9382,2020-12-29 00:00:00.000
SO46607,42,6,227,1,441,2,780.8182,2020-12-29 00:00:00.000
SO46607,43,6,227,2,329,14,454.1342,2020-12-29 00:00:00.000
SO46607,44,6,227,1,433,5,324.4527,2020-12-29 00:00:00.000
SO46607,45,6,227,1,267,3,202.332,2020-12-29 00:00:00.000
SO46607,46,6,227,1,415,6,198.036,2020-12-29 00:00:00.000
SO46608,1,6,442,1,469,3,22.794,2020-12-29 00:00:00.000
SO46608,2,6,442,1,308,4,744.2727,2020-12-29 00:00:00.000
SO46608,3,6,442,1,466,3,14.1289,2020-12-29 00:00:00.000
SO46608,4,6,442,1,365,2,647.994,2020-12-29 00:00:00.000
SO46608,5,6,442,1,468,1,22.794,2020-12-29 00:00:00.000
SO46608,6,6,442,1,396,3,74.838,2020-12-29 00:00:00.000
SO46608,7,6,442,1,457,3,44.994,2020-12-29 00:00:00.000
SO46608,8,6,442,1,454,4,35.994,2020-12-29 00:00:00.000
