SalesOrderNumber,SalesOrderLineNumber,SalesTerritoryKey,ResellerKey,PromotionKey,ProductKey,OrderQuantity,UnitPrice,OrderDate
SO45038,1,6,442,1,218,2,5.7,2020-07-01 00:00:00.000
SO45038,2,6,442,1,232,4,28.8404,2020-07-01 00:00:00.000
SO45038,3,6,442,1,304,2,714.7043,2020-07-01 00:00:00.000
SO45038,4,6,442,1,223,3,5.1865,2020-07-01 00:00:00.000
SO45038,5,6,442,1,347,1,2039.994,2020-07-01 00:00:00.000
SO45038,6,6,442,1,349,2,2024.994,2020-07-01 00:00:00.000
SO45038,7,6,442,1,215,1,20.1865,2020-07-01 00:00:00.000
SO45038,8,6,442,1,229,1,28.8404,2020-07-01 00:00:00.000
SO45038,9,6,442,1,350,2,2024.994,2020-07-01 00:00:00.000
SO45038,10,6,442,1,292,2,818.7,2020-07-01 00:00:00.000
SO45038,11,6,442,1,346,4,2039.994,2020-07-01 00:00:00.000
SO45038,12,6,442,1,307,1,722.5949,2020-07-01 00:00:00.000
SO45038,13,6,442,1,212,2,20.1865,2020-07-01 00:00:00.000
SO45038,14,6,442,1,344,2,2039.994,2020-07-01 00:00:00.000
SO45038,15,6,442,1,293,1,722.5949,2020-07-01 00:00:00.000
SO45039,1,6,227,1,326,2,419.4589,2020-07-01 00:00:00.000
SO45039,2,6,227,1,262,2,183.9382,2020-07-01 00:00:00.000
SO45039,3,6,227,1,328,1,419.4589,2020-07-01 00:00:00.000
SO45039,4,6,227,1,270,1,183.9382,2020-07-01 00:00:00.000
SO45039,5,6,227,1,253,1,178.5808,2020-07-01 00:00:00.000
SO45039,6,6,227,1,314,1,2146.962,2020-07-01 00:00:00.000
SO45039,7,6,227,1,315,5,874.794,2020-07-01 00:00:00.000
SO45039,8,6,227,1,319,6,874.794,2020-07-01 00:00:00.000
SO45039,9,6,227,1,264,2,183.9382,2020-07-01 00:00:00.000
SO45039,10,6,227,1,322,2,419.4589,2020-07-01 00:00:00.000
SO45039,11,6,227,1,338,1,419.4589,2020-07-01 00:00:00.000
SO45039,12,6,227,1,342,4,419.4589,2020-07-01 00:00:00.000
SO45039,13,6,227,1,272,2,183.9382,2020-07-01 00:00:00.000
SO45039,14,6,227,1,316,3,874.794,2020-07-01 00:00:00.000
SO45039,15,6,227,1,317,5,874.794,2020-07-01 00:00:00.000
SO45039,16,6,227,1,285,2,178.5808,2020-07-01 00:00:00.000
SO45039,17,6,227,1,324,4,419.4589,2020-07-01 00:00:00.000
SO45039,18,6,227,1,332,2,419.4589,2020-07-01 00:00:00.000
SO45039,19,6,227,1,330,1,419.4589,2020-07-01 00:00:00.000
SO45040,1,4,510,1,342,1,419.4589,2020-07-01 00:00:00.000
SO45041,1,1,577,1,332,1,419.4589,2020-07-01 00:00:00.000
SO45042,1,1,397,1,346,2,2039.994,2020-07-01 00:00:00.000
SO45042,2,1,397,1,344,4,2039.994,2020-07-01 00:00:00.000
SO45042,3,1,397,1,349,3,2024.994,2020-07-01 00:00:00.000
SO45042,4,1,397,1,347,2,2039.994,2020-07-01 00:00:00.000
SO45042,5,1,397,1,350,5,2024.994,2020-07-01 00:00:00.000
SO45042,6,1,397,1,218,5,5.7,2020-07-01 00:00:00.000
SO45042,7,1,397,1,348,4,2024.994,2020-07-01 00:00:00.000
SO45043,1,1,146,1,349,4,2024.994,2020-07-01 00:00:00.000
SO45043,2,1,146,1,351,2,2024.994,2020-07-01 00:00:00.000
SO45043,3,1,146,1,346,6,2039.994,2020-07-01 00:00:00.000
SO45043,4,1,146,1,350,2,2024.994,2020-07-01 00:00:00.000
SO45043,5,1,146,1,223,1,5.1865,2020-07-01 00:00:00.000
SO45043,6,1,146,1,218,4,5.7,2020-07-01 00:00:00.000
SO45043,7,1,146,1,232,1,28.8404,2020-07-01 00:00:00.000
SO45043,8,1,146,1,344,2,2039.994,2020-07-01 00:00:00.000
SO45044,1,4,511,1,330,1,419.4589,2020-07-01 00:00:00.000
SO45044,2,4,511,1,285,2,178.5808,2020-07-01 00:00:00.000
SO45044,3,4,511,1,334,2,419.4589,2020-07-01 00:00:00.000
SO45044,4,4,511,1,314,1,2146.962,2020-07-01 00:00:00.000
SO45044,5,4,511,1,317,1,874.794,2020-07-01 00:00:00.000
SO45044,6,4,511,1,338,1,419.4589,2020-07-01 00:00:00.000
SO45045,1,3,646,1,218,2,5.7,2020-07-01 00:00:00.000
SO45045,2,3,646,1,351,1,2024.994,2020-07-01 00:00:00.000
SO45045,3,3,646,1,344,1,2039.994,2020-07-01 00:00:00.000
SO45045,4,3,646,1,347,1,2039.994,2020-07-01 00:00:00.000
SO45045,5,3,646,1,346,3,2039.994,2020-07-01 00:00:00.000
SO45045,6,3,646,1,349,1,2024.994,2020-07-01 00:00:00.000
SO45046,1,4,383,1,342,1,419.4589,2020-07-01 00:00:00.000
SO45046,2,4,383,1,326,1,419.4589,2020-07-01 00:00:00.000
SO45047,1,6,514,1,317,2,874.794,2020-07-01 00:00:00.000
SO45047,2,6,514,1,310,1,2146.962,2020-07-01 00:00:00.000
SO45047,3,6,514,1,275,5,356.898,2020-07-01 00:00:00.000
SO45047,4,6,514,1,316,3,874.794,2020-07-01 00:00:00.000
SO45047,5,6,514,1,334,3,419.4589,2020-07-01 00:00:00.000
SO45047,6,6,514,1,338,5,419.4589,2020-07-01 00:00:00.000
SO45047,7,6,514,1,285,1,178.5808,2020-07-01 00:00:00.000
